NTD ID,Agency Name,Year,Reporter Type,Mode,Passenger Paid Fares,Organization Paid Fares,Total Fares
10086,Cooperative Alliance for Seacoast Transportation,2022,Full,MB,257688.0,0.0,257688.0
10087,City of Nashua,2022,Full,DR,33272.0,0.0,33272.0
10087,City of Nashua,2022,Full,MB,187149.0,10000.0,197149.0
10088,Casco Bay Island Transit District,2022,Full,FB,2650353.0,0.0,2650353.0
10098,"Western Maine Transportation Services, Inc.",2022,Reduced,CB,38466.0,5520.0,43986.0
10098,"Western Maine Transportation Services, Inc.",2022,Reduced,DR,27207.0,0.0,27207.0
10098,"Western Maine Transportation Services, Inc.",2022,Reduced,MB,113529.0,0.0,113529.0
10102,Connecticut Department of Transportation,2022,Full,CB,31886.0,62916.0,94802.0
10102,Connecticut Department of Transportation,2022,Full,CR,879923.0,0.0,879923.0
10102,Connecticut Department of Transportation,2022,Full,DR,97342.0,0.0,97342.0
10102,Connecticut Department of Transportation,2022,Full,MB,703312.0,0.0,703312.0
10105,Cape Cod Regional Transit Authority,2022,Full,DR,621514.0,0.0,621514.0
10105,Cape Cod Regional Transit Authority,2022,Full,MB,408557.0,0.0,408557.0
10107,Milford Transit District,2022,Full,DR,27388.0,0.0,27388.0
10107,Milford Transit District,2022,Full,MB,91938.0,0.0,91938.0
10115,Northern New England Passenger Rail Authority,2022,Full,CR,8106919.0,0.0,8106919.0
10118,MetroWest Regional Transit Authority,2022,Full,DR,746.0,21000.0,21746.0
10118,MetroWest Regional Transit Authority,2022,Full,MB,0.0,95156.0,95156.0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,2022,Full,DR,97342.0,0.0,97342.0
10128,Connecticut Department of Transportation- CTTransit Waterbury- NET,2022,Full,MB,703312.0,0.0,703312.0
10130,Connecticut Department of Transportation -CTTRANSIT New Britain ,2022,Full,MB,66302.0,0.0,66302.0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",2022,Full,FB,33424462.0,0.0,33424462.0
10183,"Woods Hole, Martha's Vineyard and Nantucket Steamship Authority",2022,Full,MB,0.0,0.0,0.0
11147,Rhode Island Department of Transportation,2022,Full,FB,328308.0,0.0,328308.0
11238,Bay State LLC,2022,Full,FB,6287351.0,0.0,6287351.0
11239,"Hyannis Harbor Tours, Inc. ",2022,Full,FB,25972659.0,0.0,25972659.0
20002,Capital District Transportation Authority,2022,Full,CB,170687.0,0.0,170687.0
20002,Capital District Transportation Authority,2022,Full,DR,793988.0,0.0,793988.0
20002,Capital District Transportation Authority,2022,Full,MB,7947384.0,0.0,7947384.0
20002,Capital District Transportation Authority,2022,Full,VP,521920.0,0.0,521920.0
20003,Broome County,2022,Full,DR,89053.0,170685.0,259738.0
20003,Broome County,2022,Full,MB,910535.0,1103659.0,2014194.0
20004,Niagara Frontier Transportation Authority,2022,Full,DR,593808.0,0.0,593808.0
20004,Niagara Frontier Transportation Authority,2022,Full,LR,986527.0,1816202.0,2802729.0
20004,Niagara Frontier Transportation Authority,2022,Full,MB,9746592.0,10291813.0,20038405.0
20006,City of Long Beach,2022,Full,DR,3948.0,0.0,3948.0
20006,City of Long Beach,2022,Full,MB,198350.0,0.0,198350.0
20008,MTA New York City Transit,2022,Full,CB,49729810.0,0.0,49729810.0
20008,MTA New York City Transit,2022,Full,DR,4728186.0,0.0,4728186.0
20008,MTA New York City Transit,2022,Full,HR,2326782567.0,0.0,2326782567.0
20008,MTA New York City Transit,2022,Full,MB,552000888.0,0.0,552000888.0
20008,MTA New York City Transit,2022,Full,RB,19891924.0,0.0,19891924.0
20010,Dutchess County,2022,Full,DR,54487.0,0.0,54487.0
20010,Dutchess County,2022,Full,MB,730978.0,0.0,730978.0
20018,Central New York Regional Transportation Authority,2022,Full,DR,328188.0,134478.0,462666.0
20018,Central New York Regional Transportation Authority,2022,Full,MB,3239103.0,6504687.0,9743790.0
20071,Town of Huntington,2022,Full,DR,100961.0,0.0,100961.0
20071,Town of Huntington,2022,Full,MB,57947.0,0.0,57947.0
20072,Suffolk County ,2022,Full,DR,2009292.0,0.0,2009292.0
20072,Suffolk County ,2022,Full,MB,3449533.0,0.0,3449533.0
20075,Port Authority Transit Corporation,2022,Full,HR,11491051.0,0.0,11491051.0
20076,Westchester County,2022,Full,DR,1341390.0,0.0,1341390.0
20076,Westchester County,2022,Full,MB,21119004.0,0.0,21119004.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",2022,Full,CR,448196125.0,0.0,448196125.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",2022,Full,FB,73528.0,0.0,73528.0
20078,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad",2022,Full,MB,233948.0,0.0,233948.0
20080,New Jersey Transit Corporation,2022,Full,CR,277787790.0,0.0,277787790.0
20080,New Jersey Transit Corporation,2022,Full,DR,2642963.0,0.0,2642963.0
20080,New Jersey Transit Corporation,2022,Full,LR,10401575.0,0.0,10401575.0
20080,New Jersey Transit Corporation,2022,Full,MB,248209778.0,0.0,248209778.0
20080,New Jersey Transit Corporation,2022,Full,VP,700245.0,0.0,700245.0
20080,New Jersey Transit Corporation,2022,Full,YR,1032848.0,0.0,1032848.0
20082,New York City Department of Transportation,2022,Full,CB,270968.0,0.0,270968.0
20082,New York City Department of Transportation,2022,Full,FB,0.0,0.0,0.0
20084,County of Rockland ,2022,Full,DR,0.0,0.0,0.0
20084,County of Rockland ,2022,Full,MB,0.0,11583.0,11583.0
20096,Putnam County ,2022,Full,DR,33112.0,0.0,33112.0
20096,Putnam County ,2022,Full,MB,118372.0,0.0,118372.0
20098,Port Authority Trans-Hudson Corporation,2022,Full,HR,113506101.0,0.0,113506101.0
20099,Staten Island Rapid Transit Operating Authority,2022,Full,HR,3338110.0,0.0,3338110.0
20100,MTA Long Island Rail Road,2022,Full,CR,457582502.0,0.0,457582502.0
20113,Regional Transit Service - Monroe County,2022,Full,DR,312206.0,0.0,312206.0
20113,Regional Transit Service - Monroe County,2022,Full,MB,12461768.0,0.0,12461768.0
20113,Regional Transit Service - Monroe County,2022,Full,VP,43103.0,0.0,43103.0
20122,"Academy Lines, Inc.",2022,Full,CB,13682548.0,0.0,13682548.0
20126,"Hudson Transit Lines, Inc.",2022,Full,CB,18751919.0,0.0,18751919.0
20128,Suburban Transit Corporation,2022,Full,CB,8013254.0,0.0,8013254.0
20135,Monsey New Square Trails Corporation,2022,Full,CB,3266253.0,0.0,3266253.0
20145,Tompkins Consolidated Area Transit,2022,Full,DR,84709.0,0.0,84709.0
20145,Tompkins Consolidated Area Transit,2022,Full,MB,674591.0,3346548.0,4021139.0
20149,"Rockland Coaches, Inc.",2022,Full,CB,3327921.0,0.0,3327921.0
20161,DeCamp Bus Lines,2022,Full,CB,2578983.0,0.0,2578983.0
20163,"Lakeland Bus Lines, Inc.",2022,Full,CB,6213811.0,0.0,6213811.0
20166,"Orange-Newark-Elizabeth, Inc.",2022,Full,MB,4894714.0,0.0,4894714.0
20169,"Trans-Bridge Lines, Inc. ",2022,Full,CB,11325199.0,0.0,11325199.0
20175,Private Transportation Corporation,2022,Full,MB,958425.0,0.0,958425.0
20177,"Adirondack Transit Lines, Inc,",2022,Full,CB,5672116.0,0.0,5672116.0
20178,Ulster County ,2022,Full,DR,34846.0,8934.0,43780.0
20178,Ulster County ,2022,Full,MB,161395.0,2769.0,164164.0
20188,MTA Bus Company,2022,Full,MB,163430063.0,0.0,163430063.0
20190,Port Imperial Ferry Corporation,2022,Full,FB,30417558.0,3025683.0,33443241.0
20190,Port Imperial Ferry Corporation,2022,Full,MB,0.0,0.0,0.0
20192,Bergen County,2022,Full,DR,0.0,0.0,0.0
20192,Bergen County,2022,Full,MB,0.0,0.0,0.0
20199,County of Atlantic,2022,Full,DR,0.0,0.0,0.0
20204,"Senior Citizens United Community Services of Camden County, Inc.",2022,Full,DR,0.0,720267.0,720267.0
20206,County of Nassau,2022,Full,DR,805688.0,0.0,805688.0
20206,County of Nassau,2022,Full,MB,27082211.0,0.0,27082211.0
20209,Somerset County,2022,Full,DR,63450.0,0.0,63450.0
20209,Somerset County,2022,Full,MB,42301.0,0.0,42301.0
20217,"Hampton Jitney, Inc.",2022,Full,CB,21539188.0,0.0,21539188.0
20223,Cape May Lewes Ferry,2022,Full,FB,6663334.0,0.0,6663334.0
20226,"SeaStreak, LLC",2022,Full,FB,16492275.0,92325.0,16584600.0
20228,"Enterprise Holdings, LLC",2022,Full,VP,3508.0,0.0,3508.0
22930,New York City Economic Development Corporation,2022,Full,FB,13739917.0,0.0,13739917.0
22930,New York City Economic Development Corporation,2022,Full,MB,0.0,0.0,0.0
30001,Kanawha Valley Regional Transportation Authority,2022,Full,DR,60601.0,0.0,60601.0
30001,Kanawha Valley Regional Transportation Authority,2022,Full,MB,1079859.0,0.0,1079859.0
30002,The Tri-State Transit Authority,2022,Full,DR,61227.0,280056.0,341283.0
30002,The Tri-State Transit Authority,2022,Full,MB,820366.0,0.0,820366.0
30006,Greater Richmond Transit Company,2022,,DR,0.0,0.0,0.0
30006,Greater Richmond Transit Company,2022,,MB,0.0,921541.0,921541.0
30006,Greater Richmond Transit Company,2022,,RB,0.0,496215.0,496215.0
30006,Greater Richmond Transit Company,2022,,VP,753688.0,0.0,753688.0
30007,Greater Roanoke Transit Company,2022,Full,DR,202908.0,0.0,202908.0
30007,Greater Roanoke Transit Company,2022,Full,MB,1026039.0,25070.0,1051109.0
30008,Greater Lynchburg Transit Company,2022,Full,DR,31247.0,852.0,32099.0
30008,Greater Lynchburg Transit Company,2022,Full,MB,404259.0,33780.0,438039.0
30010,Lehigh and Northampton Transportation Authority,2022,Full,DR,358998.0,2799175.0,3158173.0
30010,Lehigh and Northampton Transportation Authority,2022,Full,MB,1175359.0,129005.0,1304364.0
30011,Altoona Metro Transit,2022,Full,DR,17163.0,0.0,17163.0
30011,Altoona Metro Transit,2022,Full,MB,207745.0,412938.0,620683.0
30012,Cambria County Transit Authority,2022,Full,DR,19489.0,501065.0,520554.0
30012,Cambria County Transit Authority,2022,Full,IP,0.0,0.0,0.0
30012,Cambria County Transit Authority,2022,Full,MB,605582.0,26354.0,631936.0
30013,Erie Metropolitan Transit Authority,2022,Full,DR,81863.0,2324877.0,2406740.0
30013,Erie Metropolitan Transit Authority,2022,Full,MB,753904.0,862774.0,1616678.0
30014,Cumberland Dauphin-Harrisburg Transit Authority,2022,Full,DR,118629.0,800057.0,918686.0
30014,Cumberland Dauphin-Harrisburg Transit Authority,2022,Full,MB,1274410.0,205334.0,1479744.0
30015,Luzerne County Transportation Authority,2022,Full,DR,142538.0,228495.0,371033.0
30015,Luzerne County Transportation Authority,2022,Full,MB,799957.0,17789.0,817746.0
30019,Southeastern Pennsylvania Transportation Authority,2022,Full,CR,56363232.0,0.0,56363232.0
30019,Southeastern Pennsylvania Transportation Authority,2022,Full,DR,2716787.0,0.0,2716787.0
30019,Southeastern Pennsylvania Transportation Authority,2022,Full,HR,53638079.0,0.0,53638079.0
30019,Southeastern Pennsylvania Transportation Authority,2022,Full,MB,99758457.0,1760719.0,101519176.0
30019,Southeastern Pennsylvania Transportation Authority,2022,Full,SR,12249760.0,0.0,12249760.0
30019,Southeastern Pennsylvania Transportation Authority,2022,Full,TB,3095802.0,0.0,3095802.0
30022,Port Authority of Allegheny County,2022,Full,DR,1124050.0,7671876.0,8795926.0
30022,Port Authority of Allegheny County,2022,Full,IP,283189.0,118771.0,401960.0
30022,Port Authority of Allegheny County,2022,Full,LR,2501335.0,749562.0,3250897.0
30022,Port Authority of Allegheny County,2022,Full,MB,27360941.0,15819234.0,43180175.0
30023,Beaver County Transit Authority,2022,Full,DR,59031.0,663602.0,722633.0
30023,Beaver County Transit Authority,2022,Full,MB,476768.0,36423.0,513191.0
30025,County of Lackawanna Transit System,2022,Full,DR,56630.0,4680.0,61310.0
30025,County of Lackawanna Transit System,2022,Full,MB,858319.0,18760.0,877079.0
30026,City of Williamsport,2022,Full,DR,22300.0,0.0,22300.0
30026,City of Williamsport,2022,Full,MB,438411.0,144499.0,582910.0
30027,Central Pennsylvania Transportation Authority,2022,Full,CB,71511.0,0.0,71511.0
30027,Central Pennsylvania Transportation Authority,2022,Full,DR,494431.0,13590515.0,14084946.0
30027,Central Pennsylvania Transportation Authority,2022,Full,MB,788557.0,335436.0,1123993.0
30030,Washington Metropolitan Area Transit Authority,2022,Full,DR,4401849.0,0.0,4401849.0
30030,Washington Metropolitan Area Transit Authority,2022,Full,HR,161575682.0,0.0,161575682.0
30030,Washington Metropolitan Area Transit Authority,2022,Full,MB,47555017.0,0.0,47555017.0
30034,Maryland Transit Administration,2022,Full,CB,6120500.0,0.0,6120500.0
30034,Maryland Transit Administration,2022,Full,CR,13842300.0,0.0,13842300.0
30034,Maryland Transit Administration,2022,Full,DR,1484056.0,0.0,1484056.0
30034,Maryland Transit Administration,2022,Full,HR,5717200.0,0.0,5717200.0
30034,Maryland Transit Administration,2022,Full,LR,3362800.0,0.0,3362800.0
30034,Maryland Transit Administration,2022,Full,MB,24550300.0,0.0,24550300.0
30035,Ohio Valley Regional Transportation Authority,2022,Full,DR,8947.0,0.0,8947.0
30035,Ohio Valley Regional Transportation Authority,2022,Full,MB,293720.0,0.0,293720.0
30044,Westmoreland County ,2022,Full,DR,197472.0,56915.0,254387.0
30044,Westmoreland County ,2022,Full,MB,283116.0,0.0,283116.0
30045,"JAUNT, Inc.",2022,Full,CB,0.0,0.0,0.0
30045,"JAUNT, Inc.",2022,Full,DR,0.0,301635.0,301635.0
30051,"Montgomery County, Maryland",2022,Full,DR,0.0,0.0,0.0
30051,"Montgomery County, Maryland",2022,Full,MB,46137.0,0.0,46137.0
30054,Centre Area Transportation Authority,2022,Full,DR,305509.0,0.0,305509.0
30054,Centre Area Transportation Authority,2022,Full,MB,1091624.0,3548127.0,4639751.0
30054,Centre Area Transportation Authority,2022,Full,VP,98924.0,0.0,98924.0
30057,Pennsylvania Department of Transportation,2022,Full,CR,14580664.0,0.0,14580664.0
30058,City of Fairfax,2022,Full,MB,0.0,750000.0,750000.0
30061,Mid Mon Valley Transit Authority,2022,Full,MB,247851.0,108498.0,356349.0
30068,"Fairfax County, VA",2022,,MB,5002069.0,1318686.0,6320755.0
30070,Potomac and Rappahannock Transportation Commission,2022,,CB,3491805.0,0.0,3491805.0
30070,Potomac and Rappahannock Transportation Commission,2022,,DR,0.0,0.0,0.0
30070,Potomac and Rappahannock Transportation Commission,2022,,MB,2596.0,0.0,2596.0
30070,Potomac and Rappahannock Transportation Commission,2022,,VP,4664255.0,0.0,4664255.0
30071,City of Alexandria ,2022,,DR,80164.0,0.0,80164.0
30071,City of Alexandria ,2022,,MB,493179.0,0.0,493179.0
30072,"Frederick County, Maryland",2022,Full,DR,0.0,0.0,0.0
30072,"Frederick County, Maryland",2022,Full,MB,13885.0,0.0,13885.0
30073,Virginia Railway Express,2022,Full,CR,10517221.0,0.0,10517221.0
30075,Delaware Transit Corporation,2022,Full,CR,1760192.0,0.0,1760192.0
30075,Delaware Transit Corporation,2022,Full,DR,1909987.0,1396194.0,3306181.0
30075,Delaware Transit Corporation,2022,Full,MB,6073579.0,99440.0,6173019.0
30076,Williamsburg Area Transit Authority,2022,Full,DR,49709.0,0.0,49709.0
30076,Williamsburg Area Transit Authority,2022,Full,MB,414041.0,215972.0,630013.0
30077,Borough of Pottstown,2022,Full,DR,16935.0,0.0,16935.0
30077,Borough of Pottstown,2022,Full,MB,145949.0,0.0,145949.0
30078,Southwestern Pennsylvania Commission,2022,Full,VP,121793.0,0.0,121793.0
30080,"Arlington County, Virginia",2022,Full,DR,187376.0,0.0,187376.0
30080,"Arlington County, Virginia",2022,Full,MB,2271074.0,0.0,2271074.0
30081,Loudoun County,2022,Full,CB,1159751.0,0.0,1159751.0
30081,Loudoun County,2022,Full,DR,21732.0,0.0,21732.0
30081,Loudoun County,2022,Full,MB,222053.0,0.0,222053.0
30083,Transportation District Commission of Hampton Roads,2022,Full,DR,984045.0,0.0,984045.0
30083,Transportation District Commission of Hampton Roads,2022,Full,FB,272923.0,0.0,272923.0
30083,Transportation District Commission of Hampton Roads,2022,Full,LR,867637.0,0.0,867637.0
30083,Transportation District Commission of Hampton Roads,2022,Full,MB,6185711.0,0.0,6185711.0
30083,Transportation District Commission of Hampton Roads,2022,Full,VP,253959.0,0.0,253959.0
